abortar;abort;ebert
abortista;abortionist;eberfenest
aborto;abortion;eberfen
abracadabra;abracadabra;aebrekedaebre
abracadabra;hocuspocus;houkespoukes
abrasador;blistering;blisterin
abrasivo;abrasive;ebreizensiv
abrazadera;brace;breis
abrazadera;clamp;klaemp
abrazar;embrace;imbreis
abrazarse;cuddle;kudel
abrelatas;canopener;canopener
abreviar;abbreviate;ebrivieit
abreviar;abridge;ebride
abreviatura;abbreviation;ebrivieifen
abridor;opener;oupener
abrigo;coat;kout
abrigo;topcoat;tapkout
abril;april;eiprel
abrir;open;oupen
abrir;unlock;anlak
abrojo;burr;ber 
abrumar;overwhelm;ouverhwelm
abrupto;abrupt;ebrapt
absceso;abscess;eabses
absentista;absentee;aebsenti
absolución;absolution;aebselufen
absolutamente;absolutely;aebselutli
absolutismo;absolutism;aebselutizem
absoluto;absolute;aebselut
absolver;absolve;ebzalv
absolver;acquit;ekwit
absorbente;absorbent;ebserbent
absorber;absorb;ebserb
absorber;engross;ingrous
absorbido;absorbed;ebserbd
absorción;absorption;ebserpfen
abstemio;abstemious;aebstimies
abstemio;teetotaler;titouteler
abstención;abstention;ebstentfen
abstenerse;abstain;ebstein
abstenerse;forbear;ferber
abstinencia;abstinence;aebstenens
abstracción;abstraction;aebstraekfen
abstracto;abstract;aebstraekt
absurdo;absurd;ebserd
absurdo;nonsensical;nansensikel
absurdo;wacky;waeki
absurdo;farcical;farsikel
abuela;grandma;graenma 
abuela ;grandmother;graen moder
abuelo;grandfather;graen fader
abuelo;grandpa;grandpa
abundancia;abundance;ebandens
abundancia;plenty;plenti
abundante;abundant;ebandent
abundante;plentiful;plentifel
abundar;abound;ebaund
aburrido;boring;borin
aburrido;pall;pol
aburrido;uninteresting;anintrestin
aburrimiento;boredom;bordem
abusar;molest;melest
abyección;abjection;aebdeekfen
abyecto;abject;aebdeekt
acabado;finish;finif
academia;academe;aekedem
academia;academy;ekaedemi
academico;scholastic;skelaestik
académico;academic;aekedemik
acaloradamente;hotly;hatli
acampar;encamp;inkaemp
acantilado;cliff;klif
acantonamiento;cantonment;kaentounment
acaparador;profiteer;prafetir
acaparamiento;hoarding;hordin
acariciar;caress;keres
acariciar;fondle;fandel
acaro;mite;mait
acceder;accede;aeksid
accesible;accessible;aeksesebel
acceso;access;aekses
accesorio;accessory;ikseseriaek
accesorio;appendage;ependidz
accidentado;hilly;hili
accidentado;checkered;sekerd
accidente;accident;aeksedent
accidente;crash;kraes
accidente;smashup;smaesap
acción;action;aekfen
accionista;shareholder;serhoulder
accionista;stockholder;stahoulder
acebo;holly;hali
aceite;oil;oil
aceitoso;oily;oili
aceituna;olive;aliv
aceleración;acceleration;ikselereifen
acelerador;accelerator;ikselereiter
acelerador;throttle;oratel
acelerar;accelerate;ikselereit
acelerar;expedite;ekspedait
acelerar;revup;rivap
acento;accent;aeksent
acentuar;accentuate;aeksentfueit
acentuar;heighten;haiten
aceptación;acceptance;ikseptaektens
aceptar;accept;ikseptaek
acera;sidewalk;saidwok
acerca de;about;ebaut
acercamiento;approach;eproutf
acercamiento;closeup;klous up
acero;steel;stil
acertadamente;aptly;aeptli
acertijo;riddle;ridel
acetato;acetate;aeseteit
acético;acetic;esitik
acetileno;acetylene;esetelin
acetona;acetone;aesetoun
achaflanar;splay;splei
achaque;affliction;eflikfen
achispado;tipsy;tipsi
acidez;acidity;esideti
acidificarse;acidify;aesedfai
acidly;ásperamente;aesedli
acido;acid;aesed
aclamación;acclamation;aeklemeifen
aclamar;acclaim;ekleim
aclarar;clarify;klaerefai
aclimatar;acclimate;eklaimet
aclimatar;acclimatize;eklaimetaiz
acné;acne;aekni
acobardarse;quail;kweil
acogedor;cozy;kouzi
acolito;acolyte;aekelait
acomodar;accommodate;ekamedeit
acompañamiento;accompaniment;ekampeniment
acompañante;accompanist;ekampenimenest
acompañante;chaperon;saepe roun
acompañar;accompany;ekampeni
acongojado;sorrowful;saroufel
aconsejable;advisable;edvaizebel
aconsejar;advise;edvaiz
acontecimiento;event;ivent
acontecimiento;happening;haepin
acontinuacion;hereunder;hirunder
acoplamiento;couplin;kuplin
acorazado;battleship;baetel sip
acorazado;dreadnought;drednot
acorazado;ironclad;aiernklaed
acorde;chord;kord
acorde;commensurate;kemenseret
acordeón;accordion;ekerdien
acortar;curtail;kerteil
acortar;shorten;sorten
acosar;beset;biset
acosar;harass;heraes
acosar;mob;mob
acoso;molestation;moulesteisen
acostado;lying;laiin
acostarse;lie ;lai
acostumbrar;accustom;ekastem
acre;acre;eiker
acre;acrid;aekred
acreditado;accredited;ekredeted
acreditado;reputable;repjutebel
acreditar;accredit;ekredet
acreedor;creditor;kredeter
acrílico;acrylic;ekrilik
acrimonia;acrimony;aekremouni
acrimonious;áspero;aekredmounies
acrobacia;acrobatics;aekrebaetiks
acrobacia aérea;aerobatics;eroubaetiks
acróbata;acrobat;aekrebaet
acrobático;acrobatic;aekrebaetik
acrofobia;acrophobia;aekrefoube
acromático;achromatic;aekremaetik
acrópolis;acropolis;ekrapeles
actínico;actinic;aektinik
actitud;attitude;aetetud
actitud distante;aloofness;elufnes
activar;activate;aekteveit
activar;energize;enerdzaiz
actividad;activity;aektiveti
activismo;activism;aektivizem
activista;activist;aektivest
activo;active;aektiv
actor;actor;aekter
actosexual;intercourse;interkors
actriz;actress;aektres
actriz;artiste;artist
actuación;acting;aektin
actualizado;uptodate;aptedeit
actuar;act;aekt
actuar efectivamente;attitudinize;aetetudenaiz
actuario;actuary;aektfueri
acuarela;watercolor;woterkaler
acuarelas;watercolors;woterkalers
acuario;aquarium;ekweriem
acuática;aquatic;ekwatik
acuático;aquatic;ekwatik
acuchillar;slash;slaes
acueducto;aqueduct;aekwedakt
acuerdo;accord;ekerd
acuerdo;agreement;egriment
acuerdo;compromise;kampremaiz
aculturación;acculturation;ekaltfereifen
acumulación;accumulation;ekjumjeleifen
acumulación;buildup;bildap
acumulación;conglomeration;kenglamereisen
acumulación;hoard;hord
acumulador;accumulator;ekjumjeleiter
acumulador;storagebattery;storidzbaeteri
acumular;accumulate;akiumuleit
acumularse;accrue;ekru
acumulativo;cumulative;kumeletiv
acupuntura;acupuncture;aekjupanktfer
acurrucarse;huddle;jodol
acurrucarse;snuggle;snagel
acusación;accusation;aekjezeifen
acusación;indictment;indaitment
acusación;charge;sardg
acusado;accused;akiusd
acusado;defendant;difent
acusador;accuser;ekjuzer
acusar;accuse;ekjuz
acusar;indict;indait
acusativo;accusative;ekjuzetiv
acústica;acoustics;ekustiks
acústico;acoustic;ekustik
adaptación;adaptation;aedaepteifen
adaptador;adapter;edaepter
adaptar;adapt;edaept
adaptarse a algo;attune;etun
adecuado;proper;praper
adecuado;fitting;fitin
adelantar;hasten;heisen
adelantarse;preempt;priempt
adelante;ahead;ehed
adelante;forth;ferth
adelante;onward;onwerd
adelfa;oleander;ouliaender
ademas;further more;ferder mor
ademas;moreover;morouver
adenoideo;adenoid;aedencid
adentro;indoor;indorz
adepto;adherent;aedhiredent
adherirse;adhere;aedhired
adhesion;espousal;ispauzel
adicción;addiction;edikfen
adición;addendum;edendem
adición;addition;edifen
adicional;additional;edifel
adicto;addicted;edikted
adinerado;moneyed;manid
adiós;bye;bai
adiós;good bye;gud bai
adiós;bye-bye;bai bai
adiposo;adipose;aedepous
aditivo;additive;aedetiv
adivinacion;divination;diveneisen
adivinanza;conundrum;kanundrem
adivino;fortune teller;fortsen teler
adivino;soothsayer;suoseier
adjetivo;adjective;aedziktiv
adjudicación;adjudication;edzudikeifen
adjudicación;allotment;elatment
adjuntar;attach;etaet
adjunto;attachment;etaesment
adjunto;herewith;hirwid
administración;administration;edminestreifen
administración;management;maenidzment
administrador;account executive;ekaunt igzekjetiv
administrador;bursar;berser
administrar;administer;edminester
administrar mal;mismanage;mismaenidz
administrativo;administrative;edminestreitiv
admirable;admirable;aedmerebel
admirable;admiral;aedmerel
admirable;impressive;impresiv
admirablemente;admirringly;aedmaierinly
admiración;admiration;aedmereifen
admirador;admirer;aedmirer
admirar;admire;edmair
admisible;admissible;aedmisebel
admisible;receivable;risevebel
adobe;adobe;edoubi
adobo;marinade;maereneid
adoctrinar;indocrinate;indaktreneit
adolescencia;adolescence;aedelesens
adolescencia;teens;tinz
adolescente;adolescent;aedelesent
adolescente;teenager;tineidzer
adolorido;sore;sor
adonde;whither;hwider
adopción;adoption;edapfen
adoptar;adopt;edapt
adoptivo;adoptive;edaptiv
adoptivo;foster;foster fas
adoquín;cobble;kabel
adoquín;cobblestone;kabelstoun
adorable;adorable;ederebel
adoracion;worship;wersep
adoración;adoration;aedereifen
adorar;adore;eder
adornar;adorn;edern
adornar;embellish;imbelis
adorno;adornment;edernment
adorno;ornament;ornement
adorno;trimming;trimin
adornos;finery;faineri
adquirir;acquire;ekwair
adquisición;acquisition;aekwezifen
adrenalina;adrenaline;edrenelen
aduana;custom house;kustehaus
aducir;adduce;edus
adulacion;flattery;flaeteri
adulacion;sycophancy;sikefensi
adulación;adulation;aedzeleifen
adulador;flatterer;flaetere
adulador;yesman;jesmaen
adular;toady;toudi
adulterar;adulterate;edaltreit
adulterino;misbegotten;misebigaten
adultero;adulterer;edalterer
adulto;adult;edalt
adulto;grown up;groun up
adusto;dour;daur
adusto;grim;grim
advenedizo;parvenu;parvenu
advenimiento;advent;aedvent
adverbio;adverb;aedverb
adversario;adversary;aedverseri
adversario;opponent;epounent
adversidad;adversity;aedverseti
adverso;adverse;aedvers
adverso;inimical;inimikel
advertencia;caveat;keiviaet
advertencia;warning;wornin
adyacente;adjacent;edzent
aéreo;aerial;eriel
aerobio;aerobic;eroubik
aerobiología;aerobiology;eroubaialedei
aerobús;airbus;erbas
aerodeslizador;hovercraft;joverkraft
aerodinamico;streamlined;strimlaind
aerodinámico;aerodynamic;eroudainaemik
aeródromo;airfield;erfild
aeroespacial;aerospace;aerouspeis
aerógrafo;airbrush;erbraf
aeromagnético;aeromagnetic;aeroumaegnetik
aeromoza;airhostess;erhoustes
aeronauta;aeronaut;aeroumaegnet
aeronáutica;aeronautics;erenetiks
aeronave;aircraft;erkraeft
aeroplano;airplane;erplein
aeropuerto;airport;erpert
aerosol;aerosol;eresal
aerostático;aerostatic;erostatik
afabilidad;affability;aefebileti
afable;affable;aefebel
afamado;renowned;rinaund
afasia;aphasia;efeize
afectación;affectation;aefekteifen
afectado;affected;efekted
afectar;affect;efekt
afectar;impair;imper
afecto;affection;efekfen
afectuosamente;fondly;fandli
afectuoso;affectionate;efekfet
afeitada;shaving;seivin
afeitar;shave;seiv
afelio;aphelion;aefiljen
afeminado;effeminate;ifemenet
afeminado;sissy;sisi
aferraban;clung;klun
afianzar;entrench;intrents
aficion ;liking;laikin
afiebrado;feverish;fiverif
afilado;keen;kin
afilador;sharpener;sapener
afilar;whet;hwet
afiliación;membership;membersip
afiliar;affiliate;efilieit
afinidad;affinity;efineti
afirmacion;statement;steitment
afirmación;affirmation;aefermeifen
afirmación;assertion;eserfen
afirmar;affirm;eferm
afirmar;allege;eledz
afirmar;assert;esert
afirmativo;affirmative;efermetiv
afirmativo;assertive;esertiv
afligir;affict;eflikt
afligirse;repine;ripain
aflojar;unfasten;anfaesen
aflojar;loosen;lusen
aflojarse;slacken;slaeken
afluencia;influx;influks
aforismo;aphorism;aeferizem
afortunado;fortunate;fertsenet
afortunado;lucky;laki
afrecho;bran;braen
afrentar;affront;efrant
africano;african;aefriken
afro;afro;aefrou
afrontar;confront;kenfrunt
agachadiza;snipe;snaip
agachar;duct;dakt
agacharse;crouch;krauts
agarrar;grab;graeb
agarrar;grasp;graesp
agarre;hold;hould
agasajar;regale;rigeil
agate;ágata;aeget
agencia;agency;eidzensi
agencia;bureau;bjurou
agenda;agenda ;edzende
agente;agent;eidzent
agente;broker;brouker
agil;lithe;laid
ágil;nimble;nimbel
agile;ágil;aedzel
agilidad;agility;edzileti
agitacion;upheaval;aphivel
agitación;agitation;aedzeteifen
agitador;agitator;aedzeteiter
agitador;rabblerouser;raebelrauzer
agitar;agitate;aedzeteit
agitar;stir;ster
aglomeración;agglomeration;eglamereifen
agnóstico;agnostic;aegnastik
agobiado;careworn;kereworn
agosto;august;egest
agotado;frazzle;fraezel
agotado;overtired;ouvertaird
agotado;rundown;randaun
agotador;backbreaking;baekboin
agotamiento;exhaustion;igzostsen
agotamiento;overwork;ouverwerk
agotamiento ;attrition;etrifen
agotar;exhaust;igzost
agradable;agreeable;egriebel
agradable;enjoyable;indzoiebel
agradable;personable;persenebel
agradable;pleasant;plezent
agradable;pleasing;plizin
agradablemente;agreeably;egrieibli
agradecer;thank;oaenk
agradecido;grate ful;greitfel
agradecido;thankful;oaenkfel
agradecimiento;gratitude;graetetud
agrandar;enlarge;inlardz
agrario;agrarian;egrerien
agravar;aggravate;aegreveit
agravio;tort;tort
agregado;attache;etaefi
agresión;aggression;egrefen
agresividad;belligerence;belidzerens
agresivo;aggressive;egresiv
agresor;aggressor;egreser
agreste;stark;stark
agreste;unimproved;animpruvd
agrícola;agricultural;aegrikaltferel
agricultor;agriculturist;aegrikaltferest
agricultor;farmer;farmer
agricultura;agriculture;aegrikaltfer
agricultura;husbandry;huzbendri
agricultura;farming;farmim
agridulce;bittersweet;biterswit
agridulce;sweetandsour;switensauer
agrietar;chap;saep
agrimensor;surveyor;serveier
agrio;sour;saur
agroindustria;agroindustry;aegreuindustri
agronomía;agronomy;egranemi
agrónomo;agronomist;egranemest
agrupacion;syndicate;sindeket
agruparse;cluster;kluster
agua;water;woter
agua contra incendios;firewater;fairwater
aguacate;avocado;aevekadou
aguacate;alligatorpear;aelegeiterper
aguacero;rainstorm;reinstorm
aguado;watery;woterzi
aguafiestas;killjoy;kildzoi
aguafiestas;spoilsport;spoilsport
aguanieve;sleet;slit
aguanieve;slush;slas
aguanil;ewer;juer
aguantar;endure;indur
aguante;endurance;indurens
aguardiente;schnapps;snaeps
aguardiente de manzana;applejack;aepeldzaek
aguatinta;aquatint;aekwetint
agudeza;acumen;ekjuemen
agudo;shrill;sril
aguerrido;gallant;gaelent
aguila;eagle;igel
aguilucho;eaglet;iglet
aguja;needle;nidel
aguja;steeple;stipel
agujero;hole;houl
ahí;therein;derin
ahijado;god child;gad saild
ahijado;god son;gad sun
ahogar;drown;draun
ahogar;smother;smader
ahorrador;saver;seiver
ahorrativo;thrifty;orifti
ahorro;saving;seivin
ahorros;savings;seivins
ahorros;nestegg;nesteg
aigdalitis;tonsillitis;tansellaites
aire;air;er
airear;aerate;ereit
aislamiento;isolation;aiseleisen
aislamiento;insulation;inseleisen
aislante;nonconductor;nankendakter
aislar;isolate;aiseleit
aislar;insulate;inseleit
aislar;ostracize;astresaiz
aislar;seclude;siklud
ajedrez;chess;ses
ajetreado;hectic;hektik
ajetreo;hustle;husel
ajo;garlic;garlik
ajuar;trousseau;trusou
ajustar;adjust;edzast
ajuste;adjustment;edzastment
al costado;alongside;elonsaid
al lado;aside;esaid
ala;wing;win
alabanzas;praise;preiz
alabarda;halberd;haelberd
alabastro;alabaster;aelebaester
alambre;wire;wair
álamo;poplar;papler
alardear;brag;braeg
alardear;boast;boust
alargar;elongate;ilongeit
alargar;lengthen;lenoen
alarma;alarm;elarm
alarmista;alarmist;elarmest
alba;daybreak;deibreik
albahaca;basil;baezel
albañil;bricklayer;brikleier
albañil;mason;meisen
albañileria;masonry;meisenri
albarda;packsaddle;paekinsaedel
albaricoque;apricot;eipricot
albatros;albatross;aelbetres
albondiga;fagot;faeget
alborotarse;rampage;raempeidz
alboroto;bedlam;bedlem
alboroto;disturbance;distens
alboroto;hurly-burly;herl berli
alboroto;ruckus;rakes
alboroto;rumpus;rampes
alboroto;turmoil;termoil
album;álbum;aelbem
alcachofa;artichoke;artetfouk
alcahueta;bawd;bod
alcahuete;procurer;proukjurer
alcahuetear;pander;paender
alcaide;warden;worden
alcalde;mayor;meier
alcaloide;alkaloid;aelkeloid
alcance;scope;skoup
alcance;range;reindz
alcancia;piggybank;pigisbaenk
alcanfor;camphor;kaemfer
alcantarilla;culvert;kulvert
alcantarilla;sewer;suer
alcanzable;attainable;eteinebel
alcanzar;attain;etein
alcanzar;overtake;ouverteik
alcanzar;reach;rits
alcaravea;caraway;kaerewei
alcazar;quarterdeck;kworterdek
alce;moose;mus
alce;elk;elk
alcohol;alcohol;aelkehel
alcohólico;alcoholic;aelkehelik
alcoholímetro;breathalyzer;bretalaizier
alcoholismo;alcoholism;aelkehelizem
aldea;village;vilidz
aleación;alloy;elei
aleatorio;randomize;raendemaizd
alegación;allegation;aeligeifen
alegar;plead;plid
alegoría;allegory;elidgeri
alegrar;gladden;glaeden
alegre;cheerful;sirfel
alegre;chipper;siper
alegre;JOLLY;dzali
alegre;JOYFUL;dzcifel
alegre;lighthearted;laitharted
alegre;merry;meri
alegre;rollicking;ralikin
alegremente;happily;haepeli
alegremente;merrily;mereli
alegria;gaiety;geieti
alegria;merriment;meriment
alegría;joy;dzci
alegría;mirth;mero
alejado;removed;rimuvd
alejar;estrange;istreindz
aleman;german;gemen
alentador;heartwarming;hart wormi
alergia;allergy;aelerdzi
alérgico;allergic;elerdzik
aleron;spoiler;spoiler
alerón;aileron;eileran
alerta;alert;elert
alerta aérea;airalert;erelert
aleta;fin;fin
aleta;flipper;fliper
aletargado;torpid;torped
aletas;fins;fins
aleteo;flutter;fluter
alfabetismo;literacy;literesi
alfabetizado;literate;literret
alfabeto;alphabet;aelfebet
alfalfa;alfalfa;aelfaelfe
alfanje;cutlass;kutles
alfanumérico;alphanumeric;aelfenumerik
alfareria;pottery;pateri
alfarero;potter;pater
alfiler;pin;pin
alfilerazo;pinprick;pinprik
alfiletero;pincushion;pinkusen
alfombra;carpet;karpet
alfombra;rug;rag
alforja;saddlebag;saedelbaeg
alga;alga;aelge
algebra;algebra;aeldzebre
algebraico;algebraic;aeldzebreiik
algo;finagle;feneigel
algo;something;samoin
algo;somewhat;samhwat
algodón;cotton;katen 
alguacil;sheriff;seref
alguacil;bailiff;beilif
alguien;someone;samwan
alguien;somebody;sambadi
algun;some;sam
alguna;somewhere;samhwer
aliado;ally;aelai
alianza;alliance;elaiens
alias;alias;eilies
alicaido;downcast;daunkaest
alicaído;crest fallen;krest folen
alicates;pliers;plaierz
alicates;tongs;tonz
alico;lay;lei
aliento;breath;bret
alijo;cache;kaes
alimenticio;alimentary;aelementeri
alimenticio;dietary;daieteri
alineación;lineup;lainap
alinearse;align;elain
alisarse;slick;slik
alistamiento;enlistment;inlistment
alistarse;enlist;inlist
aliviar;alleviate;elivieit
aliviar;relieve;riliv
alivio;mitigation;mitegeision
alivio;relief;rilif
alkali;álcali;aelkelai
alla;thither;oider
alla;yonder;jander
alli;there;der
alma;soul;soul
almacen;repository;ripazetori
almacenamiento;storage;storidz
almanaque;almanac;olmenaek
almeja;clam;claem
almendra;almond;amend
almiar;haystack;heistaek
almidon;starch;starts
almizcle;musk;mask
almohada;pillow;pilou
almuecin;muezzin;muezen
almuero;luncheon;lantsen
almuerzo;lunch;lants
alocado;madcap;maedkaep
alojamiento;billet;bilet
alojamiento;lodging;ladzin
alondra;lark;lark
alondra;skylark;skailark
alosaurio;allosaurus;elosories
alpino;alpine;aelpain
alquiler;rental;rentel
alquimia;alchemy;aelkemi
alquimista;alchemist;aelkemest
alrededor;around;eraund
alrededores;environs;invairenz
alta;high;jai
altanero;haughty;hoti
altar;altar;olter
altavoz;speaker;spiker
altavoz;tweeter;twiter
alterar;alter;olter
altercado;altercation;olterkeifen
altercado;fracas;freikes
alternador;alternator;olterneiter
alternativa;alternative;olternetiv
alterno;alternate;olternet
altímetro;altimeter;aeltimeter
alto;high;jai
altoparlante;loudspeaker;laudspiker
altruista;altruist;aeltruest
altruista;hinghminded;hai mainded
altura;altitude;aeltetud
altura;headroom;hed rum
altura;height;hait
alucinacion;hallucination;heluseneisen
alucinogeno;hallucinogen;helusenedzen
alución;reference;referens
aludir;allude;elud
alumbrado;lighting;laitin
alumbre;alum;aelem
aluminio;aluminum;elumenem
alumno;student;student
alumno;pupil;pjupel
alusión;allusion;eluzen
alveolo;alveolus;aelvieles
amabilidad;kindness;kaidnes
amabilidad;niceness;naisnes
amable;amiable;eimiebel
amable;helpful;helpfel
amable;nice;nais
amable;lovable;lavebel
amablemente;nicely;naisli
amalgama;amalgam;emaelgem
amalgama;composite;kampazer
amalgamar;amalgamate;emaelgemeit
amamantar;breastfeed;brestfid
amamantar;suckle;sakel
amanecer;dawn;don
amanerado;effete;efit
amanerado;mannered;maenererd
amante;lover;laver
amanuence;scribe;skraib
amapola;poppy;papi
amargar;embitter;imbiter
amargo;bitter;biter
amargor;bitterness;biternes
amarillo;yellow;jelou
amarrar;moor;mur
amasar;knead;nid
amasar;amass;emaes
amatorio;amatory;aemeteri
amazonas;amazon;aemezan
ambición;ambition;aembifen
ambicioso;ambitious;aembifenes
ambiental;ambient;aembient
ambiente;ambience;aembiens
ambigüedad;ambiguity;aembegjueti
ambigüedades ;ambiguities;aembegjuetis
ambito;purview;pervju
ambivalente;ambivalent;aembivelent
ambrosia;ragweed;raegwid
ambulancia;ambulance;aembjelens
ambulante;itinerant;aitinerent
ambulante;roving;rouvin
ambulatorio;ambulatory;aembjuleteri
ameba;ameba;aemeba
amenaza;menace;menes
amenaza;threat;oret
amenazar;threaten;oreten
americano;american;emereken
ametralladora;machinegun;mesingan
amigable;amicable;aemikebel
amigdala;tonsil;tansel
amigo;chum;sum
amigo;friend;frend
amigo;pal;pael
amiguismo;logrolling;logetaipin
amiguismo;wirepulling;wairpulin
amilanar;daunt;dont
aminoácido;aminoacid;eminou
amistad;friend ship;frend sip
amistoso;neighborly;neili
amistoso;friendly;frendli
amnesia;amnesia;aemnize
amnistía;amnesty;aemnesti
amonestaciones;banns;baenz
amoniaco;ammonia;emounje
amor;love;lav
amordazar;gag;gaeg
amorfo;amorphous;emorfes
amoroso;amorous;aemeres
amortiguar;deaden;deden
amortiguar;muffle;mafel
amotinado;mutineer;mjutenir
amotinado;mutinous;mjutenes
amperaje;amperage;aemperidz
amperímetro;ammeter;aemiter
amperio;ampere;aemppir
ampliación;blowup;blounap
ampliar;broaden;broden
ampliar;magnify;maegnefai
ampliar;widen;waiden
amplificar;amplify;aemplefai
amplio;ample;aempel
amplio;roomy;rumi
amplio;wideangle;waidaengel
amplitud;amplitude;aempletud
ampolla;blister;blister
ampolla;vial;vaiel
ampolleta;ampule;aempjul
ampolleta;phial;faiel
ampulosidad;bombast;bambaest
ampuloso;turgid;terdzed
amputar;amputate;aempjeteit
amueblar;fur nish;fernis
amuleto;amulet;aemjelet
anales;annals;aenelz
analfabetismo;il-literacy;iliteresi
analfabeto;il-literate;ilieret
analista;analyst;aenelest
analítico;analytical;aenelitikel
analizar;analyze;aenelaiz
analogía;analogy;enaeledzi
analógico;analogical;aeneladzikel
análogo;analogous;enaeleges
anaranjado;orangy;orindzi
anarquía;anarchy;aenerki
anarquista;anarchist;aenerkizest
anatomía;anatomy;enaetemi
anca;haunch;honts
anca;rump;ramp
ancestral;ancestral;aensestrel
ancho;broad;brod
ancho;wide;waid
anchoa;anchovy;aentfouvi
anchura;breadth;bredt
anchura;width;wido
anciano;aged;eidzed
anciano;elderly;elderli
anciano;gray beard;grei bird
ancla;anchor;aenker
anclaje;anchorage;aenkeridz
andamio;scaffold;skaefeld
andanzas;wanderings;wandins
andar;walk;wok
andas;bier;bir
andén;platform;platform
andino;andean;aendien
andrajoso;ragged;raeged
andrógeno;androgen;aendredzen
anécdota;anecdote;aenikdout
anemia;anemia;enimie
anémico;anemic;enimik
anemona;anemone;enemeni
anestesia;anesthesia;aenesize
anestesiar;anesthetize;enestaiz
anestésico;anesthetic;aenestetik
anestesista;anesthetist;enestest
aneurisma;aneurysm;aenjerizem
anexar;annex;eneks
anexión;annexation;aenekseifen
anfibio;amphibian;aemfibien
anfiteatro;amphitheater;aemfeiter
anfitrion ;host;houst
anfitriona;hostess;houstes
ángel;angel;eindzel
angelical;angelic;aendzelik
anguila;eel;il
angular;angular;aengjeler
ángulo;angle;aengel
angustia;agony;aegeni
angustia;angst;aenkst
angustia;anguish;aengwif
angustia;distress;distres
angustiado;woebegone;woubigon
angustioso;agonizing;aegenaizin
anhelante;agog;egag
anhelar;hanker;haenker
anhelar;yearn;jern
anhelo;yearning;jernin
anhelo;yen;jen
anhelo;longing;lonin
anillo;ring;rin
animación;animation;aenemeifen
animado;sprightly;spraitli
animado;lively;laivli
animador;cheerleader;sir lider
animador;entertainer;enterteiner
animadversión;ill-will;ilwil
animal;animal;aenemel
animar;animate;aenemeit
animar;encourage;inkeridz
animar;enliven;inlaiven
animar;hearten;harten
animismo;animism;aenemizem
animo;encouragement;inkeridzment
animosidad;animus;aenemes
animoso;spirited;spireted
aniquilación;annihilation;enaieleifen
aniquilar;annihilate;enaieleit
aniquilar;drub;drab
anís;anise;aenes
anisado;anisette;aeneset
aniversario;anniversary;aeneverseri
anochecer;dusk;dask
anochecer;nightfall;naitfol
anode;ánodo;aenoud
anofeles;anopheles;enafeliz
anomalia;inconsistency;inkantensi
anomalía;abnormality;aebnermaeleti
anomalía;anomaly;enameli
anonadar;dumbfound;damfaund
anonimato;anonymity;aenenimeti
anonimo;nameless;neimles
anónimo;anonymous;enanemes
anonino;lifeless;laifles
anorak;anorak;anorak
anoréxico ;anorexic;aenereksik
anormal;abnormal;aebnermel
anotación;annotation;aeneteifen
anotar;annotate;aeneteit
anquilosaurio;ankylosaurus;aenkeloseures
anquilostoma;hookworm;huk worm
ansiar;crave;kreiv
antagonismo;antagonism;aentaegenest
antaño;olden;oulden
antártico;antarctic;aentarktik
antecámara;antechamber;aentitfeimber
antecedente;antecedent;aentesident
antedicho;aforesaid;efersed
antena;feeler;filer
antenas;antenna;aentene
